area,run
142.65,1
144.425,2
138.025,3
145.39999999999995,4
140.675,5
142.97499999999997,6
140.00000000000003,7
145.59999999999997,8
143.15,9
143.025,10
139.60000000000002,11
138.70000000000005,12
141.875,13
137.375,14
139.075,15
140.675,16
144.6,17
141.1,18
138.5,19
138.025,20
139.975,21
144.0,22
139.22500000000002,23
144.05,24
141.04999999999998,25
138.35,26
135.92499999999998,27
142.02499999999998,28
141.05,29
141.89999999999998,30
140.60000000000002,31
