area,run
141.67499999999998,1
139.85,2
139.9,3
141.44999999999996,4
142.17499999999998,5
139.15,6
143.04999999999998,7
141.39999999999998,8
144.05,9
148.04999999999998,10
142.075,11
141.175,12
143.075,13
138.2,14
136.3,15
145.04999999999998,16
137.64999999999998,17
145.175,18
140.15,19
140.025,20
139.89999999999998,21
138.99999999999997,22
141.8,23
142.7,24
140.02500000000003,25
138.85,26
136.875,27
144.375,28
138.025,29
136.55,30
144.50000000000003,31
