area,run
78.925,1
84.05,2
81.07499999999999,3
76.275,4
71.4,5
75.17499999999998,6
79.75,7
75.55,8
70.2,9
72.85,10
72.775,11
73.0,12
72.79999999999998,13
74.6,14
72.89999999999999,15
74.675,16
72.32500000000002,17
75.975,18
73.475,19
72.17500000000001,20
76.325,21
73.275,22
73.85,23
72.87499999999999,24
72.14999999999999,25
73.525,26
71.625,27
77.925,28
80.7,29
69.725,30
74.55,31
