area,run
67.65,1
67.8,2
70.35,3
68.19999999999999,4
68.30000000000001,5
67.25,6
67.25,7
67.65,8
67.2,9
66.55,10
65.30000000000001,11
65.1,12
65.5,13
66.89999999999999,14
64.55000000000001,15
66.85,16
67.2,17
66.05000000000001,18
66.89999999999999,19
67.14999999999999,20
57.04999999999999,21
60.45,22
62.25000000000001,23
63.1,24
62.949999999999996,25
60.59999999999999,26
63.1,27
62.55000000000001,28
60.45,29
59.25,30
58.2,31
